"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"TX235","Rendel RV -TX235","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","84","29","71","4","56","17","30","9","425798.19000000006","16","106450","2025-11-06","287","2026-08-08","13","2026-08-15","6","8","1","38142.89","29","3","124345.81","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 84%). | Rooftop generates steady, high-volume funded loans organically ($426K across 9 deals) with only 7 lifetime visits. | 71% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IN213","Ski's Truck and RV Sales - IN213","IN","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","85","7","93","0","58","14","24","10","420419.92000000004","17","0","Never","Never","2026-08-12","9","2026-08-04","17","13","1","52604.65","34","5","149446.5","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 85%). | Rooftop generates steady, high-volume funded loans organically ($420K across 10 deals) with only 1 lifetime visit. | 93% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"OH119","Sherwood Auto and  Camper Sales -OH119","OH","Janet Harrington","COMFORT_STOP","underwriting_friction","not_monitored","98","0","100","4","35","4","11","4","82195.61","11","20549","2025-03-11","527","2026-06-16","66","2026-04-02","141","1","0","0","9","1","44504.6","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 6 in-person visits and successfully generated 35 application submissions. | Why this rule applied: 35 apps submitted but only 4 booked ($82K volume) due to low conversion (11% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"TX532","Marine World of Texas-TX532","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","94","10","90","1","116","31","27","19","2021263.7699999998","16","2021264","2025-11-19","274","2026-08-06","15","2026-08-13","8","20","6","753704.3999999999","50","8","926548.7599999999","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 94%). | Rooftop generates steady, high-volume funded loans organically ($2.02M across 19 deals) with only 3 lifetime visits. | 90% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IN144","The Outpost RV Inc -IN144","IN","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","27","73","4","214","118","55","105","2759708.9899999998","49","689927","2025-05-20","457","2026-08-18","3","2026-08-05","16","45","16","362785.74","68","25","629383.25","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($2.76M across 105 deals) with only 10 lifetime visits. | 73% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"NC135","Foothills Marine, Inc - NC135","NC","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","77","0","100","0","25","5","20","2","111339.7","8","0","Never","Never","2026-06-25","57","2025-08-22","364","3","0","0","12","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 77%). | Rooftop generates steady, high-volume funded loans organically ($111K across 2 deals) with only 2 lifetime visits. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"MT115","BRETZ RV & MARINE - BILLINGS - MT115","MT","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","89","46","54","0","158","24","15","14","980943.7100000001","9","0","Never","Never","2026-08-18","3","2026-07-16","36","51","7","436058","98","12","783780.7500000001","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 89%). | Rooftop generates steady, high-volume funded loans organically ($981K across 14 deals) with only 1 lifetime visit. | 54% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AR142","Bradford Marine & ATV-Little Rock - AR142","AR","Jeff Weller","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","88","0","100","0","54","23","43","13","519269.97000000003","24","0","Never","Never","2026-08-12","9","2026-07-15","37","22","6","232418.78000000003","54","13","519269.97000000003","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 88%). | Rooftop generates steady, high-volume funded loans organically ($519K across 13 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TN123","A and L RV Sales - Johnson City - TN 123","TN","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","91","26","74","6","261","33","13","16","762231.2100000001","6","127039","2025-08-13","372","2026-08-20","1","2026-08-14","7","62","3","81970.45000000001","106","6","226739.19000000003","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 91%). | Rooftop generates steady, high-volume funded loans organically ($762K across 16 deals) with only 8 lifetime visits. | 74% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"FL337","Blue Compass RV - Orlando - FL337","FL","Pam Carter","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","79","14","86","0","43","5","12","4","304123.41000000003","9","0","Never","Never","2026-07-25","27","2026-05-19","94","8","0","0","29","2","41898.869999999995","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 79%). | Rooftop generates steady, high-volume funded loans organically ($304K across 4 deals) with only 3 lifetime visits. | 86% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"NH102","Irwin Marine - NH102","NH","Genevieve Coulombe","COMFORT_STOP","underwriting_friction","not_monitored","98","N/A","0","10","37","10","27","0","0","0","0","2025-09-25","329","2026-05-25","88","2024-10-03","687","1","0","0","7","0","0","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 14 in-person visits and successfully generated 37 application submissions. | Why this rule applied: 37 apps submitted but only 0 booked ($0K volume) due to low conversion (27% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"PA111","East Coast RV - PA111","PA","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","47","53","6","163","49","30","35","1240431.71","21","206739","2025-12-04","259","2026-08-14","7","2026-08-18","3","31","4","96786.47000000002","54","10","261840.96","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($1.24M across 35 deals) with only 13 lifetime visits. | 53% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"FL301","Blue Compass RV - Tampa - FL301","FL","Ward Stoutimore","HIGH_TLC","strategic_tlc","on_track","98","100","0","22","153","33","22","22","1226717.8599999999","14","55760","2025-12-02","261","2026-08-20","1","2026-08-19","2","37","6","281167.67","82","13","688020.22","Active (Last 90D)","Classified as Strategic High TLC (Confidence 98%). | High-Volume Enterprise Account: $1.23M in funded volume across 22 deals with 100% generated directly inside visit windows. | Why this rule applied: High revenue magnitude justifies proactive regular field maintenance to protect core production. | Recommendation: Maintain continuous 30–45 day executive relationship touch."
"MT117","BRETZ RV & MARINE - BUTTE - MT117","MT","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","N/A","0","0","22","0","0","0","0","0","0","Never","Never","2026-08-19","2","Never","Never","10","0","0","13","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($0K across 0 deals) with only 0 lifetime visit. | 0% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"FL262","BGS Marine Yacht Sales & Brokerage LLC - FL262","FL","Ward Stoutimore","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","100","0","8","10","3","30","3","176650.28999999998","30","22081","2025-10-30","294","2026-08-19","2","2026-07-13","39","5","1","42999.5","10","3","176650.28999999998","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($177K across 3 deals) with only 12 lifetime visits. | 0% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX473","BISHS RV OF LONGVIEW - TX473","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","83","25","75","6","80","10","13","8","469239.34","10","78207","2025-11-19","274","2026-08-20","1","2026-08-14","7","29","4","190693.89","58","7","350263.01","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 83%). | Rooftop generates steady, high-volume funded loans organically ($469K across 8 deals) with only 8 lifetime visits. | 75% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"UT110","PARRIS RV MURRAY NORTH - UT110","UT","Larry Jablonoski","COMFORT_STOP","underwriting_friction","not_monitored","98","N/A","0","3","25","1","4","0","0","0","0","2025-06-25","421","2026-08-03","18","2023-01-05","1324","4","0","0","15","0","0","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 7 in-person visits and successfully generated 25 application submissions. | Why this rule applied: 25 apps submitted but only 0 booked ($0K volume) due to low conversion (4% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"ETN104","Chattanooga Fish N Fun - ETN104","TN","S1 House","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","81","0","100","0","26","6","23","6","321944.29000000004","23","0","Never","Never","2026-07-29","23","2026-04-23","120","4","0","0","12","3","154908.78","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 81%). | Rooftop generates steady, high-volume funded loans organically ($322K across 6 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX499","Ron Hoover - Lubbock - TX499","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","18","82","8","157","29","18","21","998423.8400000002","13","124803","2025-03-31","507","2026-08-17","4","2026-08-04","17","31","5","312433.57","75","10","489335.65","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($998K across 21 deals) with only 10 lifetime visits. | 82% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"OH164","LEONARD TRUCK and TRAILER INC. -OH164","OH","Janet Harrington","HIGH_TLC","strategic_tlc","on_track","98","72","28","37","138","22","16","16","1964550.96","12","53096","2025-10-27","297","2026-08-18","3","2026-08-17","4","27","3","241035.33","47","3","241035.33","Active (Last 90D)","Classified as Strategic High TLC (Confidence 98%). | High-Volume Enterprise Account: $1.96M in funded volume across 16 deals with 72% generated directly inside visit windows. | Why this rule applied: High revenue magnitude justifies proactive regular field maintenance to protect core production. | Recommendation: Maintain continuous 30–45 day executive relationship touch. | ⚠️ Flag: Fading TLC detected — dollar yield per visit dropped >40% over sequential cycles. Investigate F&I manager turnover or competitor pressure."
"NC138","NC Wake Boats-NC138","NC","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","dormant","83","0","100","4","43","9","21","8","652174.95","19","163044","2025-05-21","456","2026-08-03","18","2026-07-07","45","10","3","248781.7","25","6","489149.95","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 83%). | Rooftop generates steady, high-volume funded loans organically ($652K across 8 deals) with only 4 lifetime visits. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in. | 💤 Inactive / Dormant Status: Unvisited for 457 days (last visit was May 21, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"NC112","CHATLEE BOAT and MARINE - NC112","NC","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","82","0","100","6","41","17","41","7","433900.44999999995","17","72317","2025-05-21","456","2026-07-16","36","2025-09-11","344","4","0","0","16","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 82%). | Rooftop generates steady, high-volume funded loans organically ($434K across 7 deals) with only 7 lifetime visits. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IA135","Good Life RV - Webster City - IA135","IA","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","98","100","0","12","11","4","36","2","131051.98999999999","18","10921","2025-07-30","386","2026-08-01","20","2026-05-27","86","5","0","0","11","2","131051.98999999999","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 19 in-person visits across multiple quarters, resulting in only $131K across 2 deal. | Why this rule applied: Extremely low yield ($7K/visit) across 19 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"ME113","Long Lake Marina - ME113","ME","Genevieve Coulombe","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","N/A","0","0","27","5","19","0","0","0","0","Never","Never","2026-05-20","93","Never","Never","0","0","0","27","0","0","Cooling (90-180D Silent)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($0K across 0 deals) with only 0 lifetime visit. | 0% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX456","RV OUTFITTERS OF TEXAS - TX456","TX","George Ott","HIGH_TLC","spike_and_decay","overdue","95","80","20","5","47","4","9","3","217292.53999999998","6","43459","2025-11-20","273","2026-08-07","14","2026-02-12","190","5","0","0","19","0","0","Active (Last 90D)","Classified as High TLC / Visit-Dependent (Confidence 95%). | 80% of all lifetime funded loan volume ($217K across 3 booked deals) occurred exclusively within active in-person visit envelopes. | Funded loan production flatlines to zero during unvisited gaps. | Why this rule applied: 0 independent Spike & Decay cycles verified across multi-year history. | Recommendation: Enforce strict 30–45 day in-person route cadence. Currently 128 days unvisited."
"AZ205","Sun City RV -AZ205","AZ","Ericka Dominguez","COMFORT_STOP","underwriting_friction","not_monitored","98","18","82","20","68","4","6","3","242037.52999999997","4","12102","2025-08-21","364","2026-08-11","10","2026-06-12","70","15","1","75040.51","28","2","118483.84999999999","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 21 in-person visits and successfully generated 68 application submissions. | Why this rule applied: 68 apps submitted but only 3 booked ($242K volume) due to low conversion (6% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"AL164","Campers & More LLC - AL164","AL","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","82","11","89","0","27","8","30","7","153560.7","26","0","Never","Never","2026-08-03","18","2026-08-10","11","7","4","80167.2","20","7","153560.7","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 82%). | Rooftop generates steady, high-volume funded loans organically ($154K across 7 deals) with only 2 lifetime visits. | 89% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"MN840","Campers Inn RV of Ramsey - MN840","MN","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","83","41","59","0","47","8","17","8","230693.86","17","0","Never","Never","2026-08-10","11","2026-08-03","18","17","4","95032.14","47","8","230693.86","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 83%). | Rooftop generates steady, high-volume funded loans organically ($231K across 8 deals) with only 2 lifetime visits. | 59% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"CA106","KARV - CA106","CA","John Rubi","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","77","0","100","0","25","3","12","2","89532.93","8","0","2024-09-25","694","2026-06-16","66","2025-10-06","319","1","0","0","9","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 77%). | Rooftop generates steady, high-volume funded loans organically ($90K across 2 deals) with only 1 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IL170","Pontiac RV - IL170","IL","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","5","3","1","33","0","0","0","0","2025-07-10","406","2026-03-26","148","2024-04-19","854","0","0","0","1","0","0","Cooling (90-180D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 10 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 10 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"TX461","RV DEPOT OF CLEBURNE - TX461","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","87","49","51","11","220","21","10","12","992174.2700000001","5","90198","2025-11-05","288","2026-08-20","1","2026-07-17","35","25","1","58303.41","46","2","160536.88","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 87%). | Rooftop generates steady, high-volume funded loans organically ($992K across 12 deals) with only 12 lifetime visits. | 51% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AL157","Ashley Marine - Salem - AL157","AL","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","45","55","12","350","108","31","74","2720250.000000001","21","226688","2025-08-06","379","2026-08-19","2","2026-08-13","8","63","20","877460.2799999998","146","37","1503353.4499999995","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($2.72M across 74 deals) with only 15 lifetime visits. | 55% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"ETX118","Dockside Marine LLC - ETX118","TX","S1 House","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","76","0","100","0","27","3","11","1","241542.42","4","0","Never","Never","2026-08-20","1","2025-07-16","401","7","0","0","14","0","0","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 76%). | Rooftop generates steady, high-volume funded loans organically ($242K across 1 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"PA123","Best Choice Trailers & RV-PA123","PA","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","14","86","0","214","55","26","33","1260516.2499999998","15","0","Never","Never","2026-08-18","3","2026-08-14","7","58","8","255029.26","107","15","499570.09","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($1.26M across 33 deals) with only 3 lifetime visits. | 86% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TN104","A and L RV - Kodak -TN104","TN","Jeff Smith","COMFORT_STOP","underwriting_friction","not_monitored","98","21","79","10","64","11","17","7","435685.01","11","43569","2025-08-14","371","2026-08-17","4","2026-08-10","11","15","1","54984.89","26","2","100629.69","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 14 in-person visits and successfully generated 64 application submissions. | Why this rule applied: 64 apps submitted but only 7 booked ($436K volume) due to low conversion (17% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"NC107","CAMPERS INN OF MOCKSVILLE - NC107","NC","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","81","35","65","1","50","9","18","6","407331.84","12","407332","2025-02-05","561","2026-08-15","6","2026-07-13","39","17","3","173877.77","27","4","221204.03","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 81%). | Rooftop generates steady, high-volume funded loans organically ($407K across 6 deals) with only 3 lifetime visits. | 65% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"PA138","Hometown RV LLC- PA138","PA","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","93","0","100","0","89","31","35","18","511235.1700000001","20","0","Never","Never","2026-08-20","1","2026-07-28","24","23","2","42793.65","42","5","126656.81999999999","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 93%). | Rooftop generates steady, high-volume funded loans organically ($511K across 18 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IN182","HAPPY CAMPERS RV SALES and SERVICE - IN182","IN","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","59","41","12","222","44","20","28","1094808.8","13","91234","2025-07-16","400","2026-08-15","6","2026-08-13","8","41","6","222197.67999999996","73","12","462617.05999999994","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($1.09M across 28 deals) with only 21 lifetime visits. | 41% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"OK157","Ron Hoover Companies of Tulsa - OK157","OK","Jeff Weller","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","84","0","100","0","88","16","18","9","564716.35","10","0","Never","Never","2026-08-10","11","2026-05-27","86","23","0","0","47","2","144757.56","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 84%). | Rooftop generates steady, high-volume funded loans organically ($565K across 9 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AL167","Southern Mud Sports of Huntsville - AL167","AL","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","0","100","0","107","42","39","25","703482.36","23","0","Never","Never","2026-08-17","4","2026-07-28","24","33","5","121968.09","78","17","477963.63","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($703K across 25 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AR138","Woody Futrell Marine & Aircraft - AR138","AR","Jeff Weller","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","88","0","100","0","41","19","46","13","438105.8300000001","32","0","Never","Never","2026-07-30","22","2026-07-29","23","15","3","106245.56","32","10","375696.68000000005","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 88%). | Rooftop generates steady, high-volume funded loans organically ($438K across 13 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"PA125","RV Value Mart-Bethlehem-PA125","PA","Janet Harrington","HIGH_TLC","strategic_tlc","on_track","98","65","35","10","166","35","21","20","769633.6100000001","12","76963","2025-12-02","261","2026-08-11","10","2026-07-28","24","39","7","310204.95","95","16","654044.4600000001","Active (Last 90D)","Classified as Strategic High TLC (Confidence 98%). | High-Volume Enterprise Account: $770K in funded volume across 20 deals with 65% generated directly inside visit windows. | Why this rule applied: High revenue magnitude justifies proactive regular field maintenance to protect core production. | Recommendation: Maintain continuous 30–45 day executive relationship touch."
"ESC111","Strickland Marine Center Inc.-Seneca ESC111","SC","S1 House","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","87","0","100","0","31","13","42","12","514385.72000000003","39","0","Never","Never","2026-07-23","29","2026-07-29","23","5","2","116889.6","8","3","175631.6","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 87%). | Rooftop generates steady, high-volume funded loans organically ($514K across 12 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"FL183","TOP NOTCH MARINE - FL183","FL","Pam Carter","HIGH_TLC","fading_tlc","overdue","98","73","27","9","22","10","45","7","248861.99","32","27651","2025-08-28","357","2026-08-19","2","2026-07-20","32","7","1","37962.65","11","1","37962.65","Active (Last 90D)","Classified as High TLC / Visit-Dependent (Confidence 98%). | 73% of all lifetime funded loan volume ($249K across 7 booked deals) occurred exclusively within active in-person visit envelopes. | Funded loan production flatlines to zero during unvisited gaps. | Why this rule applied: 0 independent Spike & Decay cycles verified across multi-year history. | Recommendation: Enforce strict 30–45 day in-person route cadence. Currently 106 days unvisited. | ⚠️ Flag: Fading TLC detected — dollar yield per visit dropped >40% over sequential cycles. Investigate F&I manager turnover or competitor pressure."
